ED_num,reported,candidate,party,votes
ED   70,99.00%,Donald J. Trump JD Vance,(Republican),171
ED   70,99.00%,Donald J. Trump JD Vance,(Conservative),21
ED   70,99.00%,Kamala D. Harris Tim Walz,(Working Families),68
ED   70,99.00%,WRITE-IN,&nbsp,23
ED   71,40.00%,Kamala D. Harris Tim Walz,(Democratic),253
ED   71,40.00%,Donald J. Trump JD Vance,(Republican),55
ED   71,40.00%,Donald J. Trump JD Vance,(Conservative),2
ED   71,40.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   71,40.00%,WRITE-IN,&nbsp,3
ED   72,99.00%,Kamala D. Harris Tim Walz,(Democratic),108
ED   72,99.00%,Donald J. Trump JD Vance,(Republican),29
ED   72,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   72,99.00%,Kamala D. Harris Tim Walz,(Working Families),6
ED   72,99.00%,WRITE-IN,&nbsp,3
ED   73,99.00%,Kamala D. Harris Tim Walz,(Democratic),157
ED   73,99.00%,Donald J. Trump JD Vance,(Republican),24
ED   73,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   73,99.00%,Kamala D. Harris Tim Walz,(Working Families),12
ED   73,99.00%,WRITE-IN,&nbsp,2
ED   74,60.00%,Kamala D. Harris Tim Walz,(Democratic),316
ED   74,60.00%,Donald J. Trump JD Vance,(Republican),63
ED   74,60.00%,Donald J. Trump JD Vance,(Conservative),7
ED   74,60.00%,Kamala D. Harris Tim Walz,(Working Families),23
ED   74,60.00%,WRITE-IN,&nbsp,7
ED   75,81.82%,Kamala D. Harris Tim Walz,(Democratic),188
ED   75,81.82%,Donald J. Trump JD Vance,(Republican),38
ED   75,81.82%,Donald J. Trump JD Vance,(Conservative),5
ED   75,81.82%,Kamala D. Harris Tim Walz,(Working Families),7
ED   75,81.82%,WRITE-IN,&nbsp,5
ED   76,81.82%,Kamala D. Harris Tim Walz,(Democratic),8
ED   76,81.82%,Donald J. Trump JD Vance,(Republican),1
ED   76,81.82%,Donald J. Trump JD Vance,(Conservative),0
ED   76,81.82%,Kamala D. Harris Tim Walz,(Working Families),0
ED   76,81.82%,WRITE-IN,&nbsp,0
ED   77,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   77,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   77,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   77,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   77,99.00%,WRITE-IN,&nbsp,0
ED   78,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   78,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   78,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   78,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   78,99.00%,WRITE-IN,&nbsp,0
ED   79,71.43%,Kamala D. Harris Tim Walz,(Democratic),0
ED   79,71.43%,Donald J. Trump JD Vance,(Republican),0
ED   79,71.43%,Donald J. Trump JD Vance,(Conservative),0
ED   79,71.43%,Kamala D. Harris Tim Walz,(Working Families),0
ED   79,71.43%,WRITE-IN,&nbsp,0
ED   80,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   80,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   80,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   80,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   80,99.00%,WRITE-IN,&nbsp,0
ED   81,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   81,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   81,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   81,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   81,99.00%,WRITE-IN,&nbsp,0
Total,,Kamala D. Harris Tim Walz,(Democratic),28150
Total,,Donald J. Trump JD Vance,(Republican),5920
Total,,Donald J. Trump JD Vance,(Conservative),534
Total,,Kamala D. Harris Tim Walz,(Working Families),1698
Total,,WRITE-IN,&nbsp,714
ED    1,99.00%,Kamala D. Harris Tim Walz,(Democratic),284
ED    1,99.00%,Donald J. Trump JD Vance,(Republican),69
ED    1,99.00%,Donald J. Trump JD Vance,(Conservative),10
ED    1,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED    1,99.00%,WRITE-IN,&nbsp,0
ED    2,99.00%,Kamala D. Harris Tim Walz,(Democratic),538
ED    2,99.00%,Donald J. Trump JD Vance,(Republican),96
ED    2,99.00%,Donald J. Trump JD Vance,(Conservative),5
ED    2,99.00%,Kamala D. Harris Tim Walz,(Working Families),35
ED    2,99.00%,WRITE-IN,&nbsp,21
ED    3,99.00%,Kamala D. Harris Tim Walz,(Democratic),389
ED    3,99.00%,Donald J. Trump JD Vance,(Republican),98
ED    3,99.00%,Donald J. Trump JD Vance,(Conservative),5
ED    3,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED    3,99.00%,WRITE-IN,&nbsp,2
ED    4,60.00%,Kamala D. Harris Tim Walz,(Democratic),53
ED    4,60.00%,Donald J. Trump JD Vance,(Republican),11
ED    4,60.00%,Donald J. Trump JD Vance,(Conservative),4
ED    4,60.00%,Kamala D. Harris Tim Walz,(Working Families),1
ED    4,60.00%,WRITE-IN,&nbsp,0
ED    5,99.00%,Kamala D. Harris Tim Walz,(Democratic),488
ED    5,99.00%,Donald J. Trump JD Vance,(Republican),58
ED    5,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED    5,99.00%,Kamala D. Harris Tim Walz,(Working Families),61
ED    5,99.00%,WRITE-IN,&nbsp,14
ED    6,99.00%,Kamala D. Harris Tim Walz,(Democratic),815
ED    6,99.00%,Donald J. Trump JD Vance,(Republican),63
ED    6,99.00%,Donald J. Trump JD Vance,(Conservative),7
ED    6,99.00%,Kamala D. Harris Tim Walz,(Working Families),147
ED    6,99.00%,WRITE-IN,&nbsp,27
ED    7,99.00%,Kamala D. Harris Tim Walz,(Democratic),551
ED    7,99.00%,Donald J. Trump JD Vance,(Republican),43
ED    7,99.00%,Donald J. Trump JD Vance,(Conservative),7
ED    7,99.00%,Kamala D. Harris Tim Walz,(Working Families),67
ED    7,99.00%,WRITE-IN,&nbsp,23
ED    8,99.00%,Kamala D. Harris Tim Walz,(Democratic),485
ED    8,99.00%,Donald J. Trump JD Vance,(Republican),29
ED    8,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED    8,99.00%,Kamala D. Harris Tim Walz,(Working Families),49
ED    8,99.00%,WRITE-IN,&nbsp,15
ED    9,99.00%,Kamala D. Harris Tim Walz,(Democratic),468
ED    9,99.00%,Donald J. Trump JD Vance,(Republican),42
ED    9,99.00%,Donald J. Trump JD Vance,(Conservative),5
ED    9,99.00%,Kamala D. Harris Tim Walz,(Working Families),48
ED    9,99.00%,WRITE-IN,&nbsp,19
ED   10,99.00%,Kamala D. Harris Tim Walz,(Democratic),242
ED   10,99.00%,Donald J. Trump JD Vance,(Republican),24
ED   10,99.00%,Donald J. Trump JD Vance,(Conservative),1
ED   10,99.00%,Kamala D. Harris Tim Walz,(Working Families),24
ED   10,99.00%,WRITE-IN,&nbsp,14
ED   11,99.00%,Kamala D. Harris Tim Walz,(Democratic),684
ED   11,99.00%,Donald J. Trump JD Vance,(Republican),44
ED   11,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   11,99.00%,Kamala D. Harris Tim Walz,(Working Families),110
ED   11,99.00%,WRITE-IN,&nbsp,22
ED   12,99.00%,Kamala D. Harris Tim Walz,(Democratic),878
ED   12,99.00%,Donald J. Trump JD Vance,(Republican),47
ED   12,99.00%,Donald J. Trump JD Vance,(Conservative),10
ED   12,99.00%,Kamala D. Harris Tim Walz,(Working Families),105
ED   12,99.00%,WRITE-IN,&nbsp,18
ED   13,99.00%,Kamala D. Harris Tim Walz,(Democratic),559
ED   13,99.00%,Donald J. Trump JD Vance,(Republican),46
ED   13,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   13,99.00%,Kamala D. Harris Tim Walz,(Working Families),44
ED   13,99.00%,WRITE-IN,&nbsp,19
ED   14,99.00%,Kamala D. Harris Tim Walz,(Democratic),622
ED   14,99.00%,Donald J. Trump JD Vance,(Republican),68
ED   14,99.00%,Donald J. Trump JD Vance,(Conservative),11
ED   14,99.00%,Kamala D. Harris Tim Walz,(Working Families),94
ED   14,99.00%,WRITE-IN,&nbsp,27
ED   15,99.00%,Kamala D. Harris Tim Walz,(Democratic),649
ED   15,99.00%,Donald J. Trump JD Vance,(Republican),151
ED   15,99.00%,Donald J. Trump JD Vance,(Conservative),10
ED   15,99.00%,Kamala D. Harris Tim Walz,(Working Families),52
ED   15,99.00%,WRITE-IN,&nbsp,13
ED   16,99.00%,Kamala D. Harris Tim Walz,(Democratic),350
ED   16,99.00%,Donald J. Trump JD Vance,(Republican),44
ED   16,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED   16,99.00%,Kamala D. Harris Tim Walz,(Working Families),34
ED   16,99.00%,WRITE-IN,&nbsp,10
ED   17,99.00%,Kamala D. Harris Tim Walz,(Democratic),371
ED   17,99.00%,Donald J. Trump JD Vance,(Republican),47
ED   17,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   17,99.00%,Kamala D. Harris Tim Walz,(Working Families),43
ED   17,99.00%,WRITE-IN,&nbsp,12
ED   18,99.00%,Kamala D. Harris Tim Walz,(Democratic),716
ED   18,99.00%,Donald J. Trump JD Vance,(Republican),132
ED   18,99.00%,Donald J. Trump JD Vance,(Conservative),12
ED   18,99.00%,Kamala D. Harris Tim Walz,(Working Families),63
ED   18,99.00%,WRITE-IN,&nbsp,16
ED   19,99.00%,Kamala D. Harris Tim Walz,(Democratic),353
ED   19,99.00%,Donald J. Trump JD Vance,(Republican),73
ED   19,99.00%,Donald J. Trump JD Vance,(Conservative),9
ED   19,99.00%,Kamala D. Harris Tim Walz,(Working Families),37
ED   19,99.00%,WRITE-IN,&nbsp,12
ED   20,99.00%,Kamala D. Harris Tim Walz,(Democratic),544
ED   20,99.00%,Donald J. Trump JD Vance,(Republican),88
ED   20,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   20,99.00%,Kamala D. Harris Tim Walz,(Working Families),60
ED   20,99.00%,WRITE-IN,&nbsp,14
ED   21,99.00%,Kamala D. Harris Tim Walz,(Democratic),396
ED   21,99.00%,Donald J. Trump JD Vance,(Republican),48
ED   21,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   21,99.00%,Kamala D. Harris Tim Walz,(Working Families),38
ED   21,99.00%,WRITE-IN,&nbsp,10
ED   22,99.00%,Kamala D. Harris Tim Walz,(Democratic),702
ED   22,99.00%,Donald J. Trump JD Vance,(Republican),84
ED   22,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   22,99.00%,Kamala D. Harris Tim Walz,(Working Families),71
ED   22,99.00%,WRITE-IN,&nbsp,15
ED   23,99.00%,Kamala D. Harris Tim Walz,(Democratic),696
ED   23,99.00%,Donald J. Trump JD Vance,(Republican),82
ED   23,99.00%,Donald J. Trump JD Vance,(Conservative),8
ED   23,99.00%,Kamala D. Harris Tim Walz,(Working Families),65
ED   23,99.00%,WRITE-IN,&nbsp,14
ED   24,99.00%,Kamala D. Harris Tim Walz,(Democratic),478
ED   24,99.00%,Donald J. Trump JD Vance,(Republican),113
ED   24,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   24,99.00%,Kamala D. Harris Tim Walz,(Working Families),18
ED   24,99.00%,WRITE-IN,&nbsp,4
ED   25,99.00%,Kamala D. Harris Tim Walz,(Democratic),555
ED   25,99.00%,Donald J. Trump JD Vance,(Republican),109
ED   25,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   25,99.00%,Kamala D. Harris Tim Walz,(Working Families),37
ED   25,99.00%,WRITE-IN,&nbsp,5
ED   26,99.00%,Kamala D. Harris Tim Walz,(Democratic),279
ED   26,99.00%,Donald J. Trump JD Vance,(Republican),74
ED   26,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   26,99.00%,Kamala D. Harris Tim Walz,(Working Families),31
ED   26,99.00%,WRITE-IN,&nbsp,3
ED   27,99.00%,Kamala D. Harris Tim Walz,(Democratic),501
ED   27,99.00%,Donald J. Trump JD Vance,(Republican),92
ED   27,99.00%,Donald J. Trump JD Vance,(Conservative),12
ED   27,99.00%,Kamala D. Harris Tim Walz,(Working Families),54
ED   27,99.00%,WRITE-IN,&nbsp,6
ED   28,99.00%,Kamala D. Harris Tim Walz,(Democratic),297
ED   28,99.00%,Donald J. Trump JD Vance,(Republican),13
ED   28,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   28,99.00%,Kamala D. Harris Tim Walz,(Working Families),23
ED   28,99.00%,WRITE-IN,&nbsp,4
ED   29,99.00%,Kamala D. Harris Tim Walz,(Democratic),758
ED   29,99.00%,Donald J. Trump JD Vance,(Republican),90
ED   29,99.00%,Donald J. Trump JD Vance,(Conservative),9
ED   29,99.00%,Kamala D. Harris Tim Walz,(Working Families),98
ED   29,99.00%,WRITE-IN,&nbsp,23
ED   30,99.00%,Kamala D. Harris Tim Walz,(Democratic),783
ED   30,99.00%,Donald J. Trump JD Vance,(Republican),92
ED   30,99.00%,Donald J. Trump JD Vance,(Conservative),7
ED   30,99.00%,Kamala D. Harris Tim Walz,(Working Families),84
ED   30,99.00%,WRITE-IN,&nbsp,16
ED   31,99.00%,Kamala D. Harris Tim Walz,(Democratic),364
ED   31,99.00%,Donald J. Trump JD Vance,(Republican),39
ED   31,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   31,99.00%,Kamala D. Harris Tim Walz,(Working Families),40
ED   31,99.00%,WRITE-IN,&nbsp,12
ED   32,99.00%,Kamala D. Harris Tim Walz,(Democratic),273
ED   32,99.00%,Donald J. Trump JD Vance,(Republican),47
ED   32,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED   32,99.00%,Kamala D. Harris Tim Walz,(Working Families),21
ED   32,99.00%,WRITE-IN,&nbsp,5
ED   33,99.00%,Kamala D. Harris Tim Walz,(Democratic),746
ED   33,99.00%,Donald J. Trump JD Vance,(Republican),85
ED   33,99.00%,Donald J. Trump JD Vance,(Conservative),8
ED   33,99.00%,Kamala D. Harris Tim Walz,(Working Families),78
ED   33,99.00%,WRITE-IN,&nbsp,14
ED   34,99.00%,Kamala D. Harris Tim Walz,(Democratic),606
ED   34,99.00%,Donald J. Trump JD Vance,(Republican),54
ED   34,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   34,99.00%,Kamala D. Harris Tim Walz,(Working Families),40
ED   34,99.00%,WRITE-IN,&nbsp,12
ED   35,99.00%,Kamala D. Harris Tim Walz,(Democratic),544
ED   35,99.00%,Donald J. Trump JD Vance,(Republican),48
ED   35,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED   35,99.00%,Kamala D. Harris Tim Walz,(Working Families),48
ED   35,99.00%,WRITE-IN,&nbsp,14
ED   36,99.00%,Kamala D. Harris Tim Walz,(Democratic),708
ED   36,99.00%,Donald J. Trump JD Vance,(Republican),88
ED   36,99.00%,Donald J. Trump JD Vance,(Conservative),9
ED   36,99.00%,Kamala D. Harris Tim Walz,(Working Families),57
ED   36,99.00%,WRITE-IN,&nbsp,10
ED   37,99.00%,Kamala D. Harris Tim Walz,(Democratic),701
ED   37,99.00%,Donald J. Trump JD Vance,(Republican),76
ED   37,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   37,99.00%,Kamala D. Harris Tim Walz,(Working Families),49
ED   37,99.00%,WRITE-IN,&nbsp,13
ED   38,99.00%,Kamala D. Harris Tim Walz,(Democratic),709
ED   38,99.00%,Donald J. Trump JD Vance,(Republican),80
ED   38,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   38,99.00%,Kamala D. Harris Tim Walz,(Working Families),52
ED   38,99.00%,WRITE-IN,&nbsp,12
ED   39,99.00%,Kamala D. Harris Tim Walz,(Democratic),735
ED   39,99.00%,Donald J. Trump JD Vance,(Republican),65
ED   39,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   39,99.00%,Kamala D. Harris Tim Walz,(Working Families),78
ED   39,99.00%,WRITE-IN,&nbsp,15
ED   40,99.00%,Kamala D. Harris Tim Walz,(Democratic),497
ED   40,99.00%,Donald J. Trump JD Vance,(Republican),37
ED   40,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   40,99.00%,Kamala D. Harris Tim Walz,(Working Families),45
ED   40,99.00%,WRITE-IN,&nbsp,8
ED   41,99.00%,Kamala D. Harris Tim Walz,(Democratic),1104
ED   41,99.00%,Donald J. Trump JD Vance,(Republican),96
ED   41,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   41,99.00%,Kamala D. Harris Tim Walz,(Working Families),95
ED   41,99.00%,WRITE-IN,&nbsp,31
ED   42,99.00%,Kamala D. Harris Tim Walz,(Democratic),868
ED   42,99.00%,Donald J. Trump JD Vance,(Republican),77
ED   42,99.00%,Donald J. Trump JD Vance,(Conservative),10
ED   42,99.00%,Kamala D. Harris Tim Walz,(Working Families),92
ED   42,99.00%,WRITE-IN,&nbsp,15
ED   43,99.00%,Kamala D. Harris Tim Walz,(Democratic),840
ED   43,99.00%,Donald J. Trump JD Vance,(Republican),62
ED   43,99.00%,Donald J. Trump JD Vance,(Conservative),5
ED   43,99.00%,Kamala D. Harris Tim Walz,(Working Families),69
ED   43,99.00%,WRITE-IN,&nbsp,13
ED   44,99.00%,Kamala D. Harris Tim Walz,(Democratic),408
ED   44,99.00%,Donald J. Trump JD Vance,(Republican),43
ED   44,99.00%,Donald J. Trump JD Vance,(Conservative),8
ED   44,99.00%,Kamala D. Harris Tim Walz,(Working Families),54
ED   44,99.00%,WRITE-IN,&nbsp,12
ED   45,99.00%,Kamala D. Harris Tim Walz,(Democratic),991
ED   45,99.00%,Donald J. Trump JD Vance,(Republican),79
ED   45,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED   45,99.00%,Kamala D. Harris Tim Walz,(Working Families),102
ED   45,99.00%,WRITE-IN,&nbsp,15
ED   46,99.00%,Kamala D. Harris Tim Walz,(Democratic),753
ED   46,99.00%,Donald J. Trump JD Vance,(Republican),81
ED   46,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   46,99.00%,Kamala D. Harris Tim Walz,(Working Families),70
ED   46,99.00%,WRITE-IN,&nbsp,12
ED   47,99.00%,Kamala D. Harris Tim Walz,(Democratic),618
ED   47,99.00%,Donald J. Trump JD Vance,(Republican),91
ED   47,99.00%,Donald J. Trump JD Vance,(Conservative),8
ED   47,99.00%,Kamala D. Harris Tim Walz,(Working Families),57
ED   47,99.00%,WRITE-IN,&nbsp,19
ED   48,99.00%,Kamala D. Harris Tim Walz,(Democratic),685
ED   48,99.00%,Donald J. Trump JD Vance,(Republican),94
ED   48,99.00%,Donald J. Trump JD Vance,(Conservative),11
ED   48,99.00%,Kamala D. Harris Tim Walz,(Working Families),61
ED   48,99.00%,WRITE-IN,&nbsp,19
ED   49,99.00%,Kamala D. Harris Tim Walz,(Democratic),571
ED   49,99.00%,Donald J. Trump JD Vance,(Republican),98
ED   49,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   49,99.00%,Kamala D. Harris Tim Walz,(Working Families),53
ED   49,99.00%,WRITE-IN,&nbsp,15
ED   50,99.00%,Kamala D. Harris Tim Walz,(Democratic),786
ED   50,99.00%,Donald J. Trump JD Vance,(Republican),68
ED   50,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   50,99.00%,Kamala D. Harris Tim Walz,(Working Families),65
ED   50,99.00%,WRITE-IN,&nbsp,20
ED   51,99.00%,Kamala D. Harris Tim Walz,(Democratic),613
ED   51,99.00%,Donald J. Trump JD Vance,(Republican),82
ED   51,99.00%,Donald J. Trump JD Vance,(Conservative),8
ED   51,99.00%,Kamala D. Harris Tim Walz,(Working Families),50
ED   51,99.00%,WRITE-IN,&nbsp,13
ED   52,99.00%,Kamala D. Harris Tim Walz,(Democratic),862
ED   52,99.00%,Donald J. Trump JD Vance,(Republican),110
ED   52,99.00%,Donald J. Trump JD Vance,(Conservative),7
ED   52,99.00%,Kamala D. Harris Tim Walz,(Working Families),64
ED   52,99.00%,WRITE-IN,&nbsp,14
ED   53,99.00%,Kamala D. Harris Tim Walz,(Democratic),577
ED   53,99.00%,Donald J. Trump JD Vance,(Republican),68
ED   53,99.00%,Donald J. Trump JD Vance,(Conservative),2
ED   53,99.00%,Kamala D. Harris Tim Walz,(Working Families),32
ED   53,99.00%,WRITE-IN,&nbsp,11
ED   54,99.00%,Kamala D. Harris Tim Walz,(Democratic),791
ED   54,99.00%,Donald J. Trump JD Vance,(Republican),111
ED   54,99.00%,Donald J. Trump JD Vance,(Conservative),12
ED   54,99.00%,Kamala D. Harris Tim Walz,(Working Families),38
ED   54,99.00%,WRITE-IN,&nbsp,13
ED   55,99.00%,Kamala D. Harris Tim Walz,(Democratic),378
ED   55,99.00%,Donald J. Trump JD Vance,(Republican),51
ED   55,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   55,99.00%,Kamala D. Harris Tim Walz,(Working Families),27
ED   55,99.00%,WRITE-IN,&nbsp,7
ED   56,99.00%,Kamala D. Harris Tim Walz,(Democratic),611
ED   56,99.00%,Donald J. Trump JD Vance,(Republican),75
ED   56,99.00%,Donald J. Trump JD Vance,(Conservative),9
ED   56,99.00%,Kamala D. Harris Tim Walz,(Working Families),44
ED   56,99.00%,WRITE-IN,&nbsp,10
ED   57,99.00%,Kamala D. Harris Tim Walz,(Democratic),464
ED   57,99.00%,Donald J. Trump JD Vance,(Republican),47
ED   57,99.00%,Donald J. Trump JD Vance,(Conservative),7
ED   57,99.00%,Kamala D. Harris Tim Walz,(Working Families),47
ED   57,99.00%,WRITE-IN,&nbsp,11
ED   58,99.00%,Kamala D. Harris Tim Walz,(Democratic),859
ED   58,99.00%,Donald J. Trump JD Vance,(Republican),121
ED   58,99.00%,Donald J. Trump JD Vance,(Conservative),8
ED   58,99.00%,Kamala D. Harris Tim Walz,(Working Families),79
ED   58,99.00%,WRITE-IN,&nbsp,25
ED   59,99.00%,Kamala D. Harris Tim Walz,(Democratic),726
ED   59,99.00%,Donald J. Trump JD Vance,(Republican),80
ED   59,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   59,99.00%,Kamala D. Harris Tim Walz,(Working Families),57
ED   59,99.00%,WRITE-IN,&nbsp,20
ED   60,99.00%,Kamala D. Harris Tim Walz,(Democratic),790
ED   60,99.00%,Donald J. Trump JD Vance,(Republican),111
ED   60,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   60,99.00%,Kamala D. Harris Tim Walz,(Working Families),87
ED   60,99.00%,WRITE-IN,&nbsp,20
ED   61,99.00%,Kamala D. Harris Tim Walz,(Democratic),504
ED   61,99.00%,Donald J. Trump JD Vance,(Republican),70
ED   61,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED   61,99.00%,Kamala D. Harris Tim Walz,(Working Families),62
ED   61,99.00%,WRITE-IN,&nbsp,7
ED   62,99.00%,Kamala D. Harris Tim Walz,(Democratic),504
ED   62,99.00%,Donald J. Trump JD Vance,(Republican),65
ED   62,99.00%,Donald J. Trump JD Vance,(Conservative),3
ED   62,99.00%,Kamala D. Harris Tim Walz,(Working Families),47
ED   62,99.00%,WRITE-IN,&nbsp,12
ED   63,99.00%,Kamala D. Harris Tim Walz,(Democratic),431
ED   63,99.00%,Donald J. Trump JD Vance,(Republican),53
ED   63,99.00%,Donald J. Trump JD Vance,(Conservative),5
ED   63,99.00%,Kamala D. Harris Tim Walz,(Working Families),42
ED   63,99.00%,WRITE-IN,&nbsp,12
ED   64,99.00%,Kamala D. Harris Tim Walz,(Democratic),370
ED   64,99.00%,Donald J. Trump JD Vance,(Republican),77
ED   64,99.00%,Donald J. Trump JD Vance,(Conservative),4
ED   64,99.00%,Kamala D. Harris Tim Walz,(Working Families),22
ED   64,99.00%,WRITE-IN,&nbsp,6
ED   65,50.00%,Kamala D. Harris Tim Walz,(Democratic),448
ED   65,50.00%,Donald J. Trump JD Vance,(Republican),48
ED   65,50.00%,Donald J. Trump JD Vance,(Conservative),3
ED   65,50.00%,Kamala D. Harris Tim Walz,(Working Families),28
ED   65,50.00%,WRITE-IN,&nbsp,2
ED   66,50.00%,Kamala D. Harris Tim Walz,(Democratic),608
ED   66,50.00%,Donald J. Trump JD Vance,(Republican),58
ED   66,50.00%,Donald J. Trump JD Vance,(Conservative),4
ED   66,50.00%,Kamala D. Harris Tim Walz,(Working Families),51
ED   66,50.00%,WRITE-IN,&nbsp,13
ED   67,50.00%,Kamala D. Harris Tim Walz,(Democratic),380
ED   67,50.00%,Donald J. Trump JD Vance,(Republican),64
ED   67,50.00%,Donald J. Trump JD Vance,(Conservative),5
ED   67,50.00%,Kamala D. Harris Tim Walz,(Working Families),29
ED   67,50.00%,WRITE-IN,&nbsp,5
